id,class,,,SVM,MLP,KNN23,,proba,probb,probc,probd,probe,,proba,probb,probc,probd,probe,,proba,probb,probc,probd,probe,,,,,,,,,,,
AD228F7669,1,,,1,1,1,,0.225670422,1.22162915,2.952800581,95.48765319,0.112246655,,0.01158247,0.196056932,0.61332083,99.17714597,0.001893796,,0,8.142294276,8.93337825,82.92432747,0,,0.237252892,9.559980359,12.49949966,277.5891266,0.114140451,1,3,1,,
BDAFB65A2A,3,,,3,3,3,,97.85558212,0.268337069,1.288041705,0.390497308,0.197541802,,99.97185493,0.012896337,0.010770387,0.003851841,0.000626504,,87.20357144,4.108033087,8.688395471,0,0,,285.0310085,4.389266492,9.987207563,0.39434915,0.198168306,3,0,3,,
1D5632D249,3,,,3,3,3,,85.83074449,0.819840892,7.77146067,4.211282804,1.366671144,,98.9647851,0.031478366,0.736430937,0.231432131,0.035873461,,83.26642924,0,12.69165792,4.041912838,0,,268.0619588,0.851319258,21.19954953,8.484627774,1.402544605,3,0,3,,
9B1927E112,0,,,0,0,0,,5.154549985,0.396585301,93.56560292,0.133878057,0.749383733,,1.515151949,0.037968047,98.42195253,0.006278939,0.018648534,,11.9807444,8.272143497,79.7471121,0,0,,18.65044633,8.706696845,271.7346676,0.140156996,0.768032267,0,2,0,,
7F0F326EA2,4,,,4,4,4,,3.471373607,58.23901511,20.27290523,1.007379226,17.00932683,,0.240283159,93.3311779,3.459417684,0.042214511,2.926906751,,0,57.97522691,24.90357815,0,17.12119494,,3.711656766,209.5454199,48.63590106,1.049593737,37.05742852,4,1,4,,
62F7D4467D,1,,,1,1,1,,0.036271563,0.096249727,0.279880786,99.57241964,0.015178282,,0.000804187,0.006984248,0.0358529,99.95628971,6.90E-05,,0,0,3.938882705,96.06111729,0,,0.03707575,0.103233975,4.254616391,295.5898266,0.015247241,1,3,1,,
4943D43A89,3,,,3,3,3,,95.25936311,0.226029812,3.789511361,0.102616095,0.622479626,,99.82632081,0.003824277,0.166861676,0.000549003,0.002444233,,82.93115923,0,8.760934774,0,8.307905992,,278.0168432,0.229854089,12.71730781,0.103165098,8.932829851,3,0,3,,
1F74D6608F,2,,,2,2,2,,1.626419091,0.843386905,2.645018679,0.45830515,94.42687017,,0.066377975,0.01579823,0.055890568,0.009672097,99.85226113,,0,0,0,0,100,,1.692797066,0.859185135,2.700909247,0.467977247,294.2791313,2,4,2,,
98B0A29127,3,,,3,3,3,,99.84761058,0.005625752,0.010644935,0.117667901,0.018450834,,99.99810821,7.36E-05,4.48E-05,0.001737969,3.55E-05,,100,0,0,0,0,,299.8457188,0.005699326,0.01068971,0.11940587,0.018486302,3,0,3,,
39D563929F,4,,,4,4,4,,2.448001385,84.8350976,10.45468648,0.823375013,1.438839526,,0.024094034,98.6522685,1.302966024,0.006761382,0.013910056,,0,96.15583336,3.844166644,0,0,,2.47209542,279.6431995,15.60181915,0.830136395,1.452749582,4,1,4,,
C22F6173D7,1,risa,1,4,4,4,,3.753863705,33.97822077,39.61986538,13.55021449,9.097835649,,0.145497891,74.36190708,13.05622275,10.58871637,1.847655909,,4.214289431,39.85863388,17.28209512,30.01676806,8.628213505,,8.113651027,148.1987617,69.95818326,54.15569892,19.57370506,XXX,1,4,risa,
13F52C4859,4,,,4,4,4,,1.505501556,95.77240101,2.214391393,0.155032396,0.352673647,,0.002974203,99.95846059,0.037269446,0.000315038,0.000980727,,0,100,0,0,0,,1.508475759,295.7308616,2.251660839,0.155347434,0.353654374,4,1,4,,
2D3D9A3F59,1,,,1,1,1,,1.133869249,6.525996517,1.925298071,89.7134174,0.701418766,,0.021138837,0.432618473,0.033086354,99.50840418,0.004752157,,0,9.029100176,8.439735943,82.53116388,0,,1.155008086,15.98771517,10.39812037,271.7529855,0.706170923,1,3,1,,
A5822E30CE,4,,,4,4,4,,0.581167398,94.39761283,3.353914497,0.57249872,1.094806557,,0.000800191,99.95557847,0.030591535,0.002278288,0.010751511,,0,100,0,0,0,,0.581967589,294.3531913,3.384506032,0.574777008,1.105558068,4,1,4,,
0B6830EE15,4,,,4,4,4,,1.261842636,96.63978998,1.729826864,0.226420664,0.14211986,,0.003745176,99.9824895,0.012712442,0.000497555,0.000555326,,0,100,0,0,0,,1.265587812,296.6222795,1.742539307,0.226918218,0.142675186,4,1,4,,
7309305DB4,2,,,2,2,2,,0.356065152,5.39541147,19.51016886,7.320597868,67.41775665,,0.015809309,0.691270023,3.483808529,1.76903412,94.04007802,,0,29.64475135,21.85148307,4.09779929,44.40596628,,0.371874462,35.73143285,44.84546047,13.18743128,205.8638009,2,4,2,,
4BE6DFF18B,0,,,0,0,0,,1.249493692,7.955758245,81.22735337,7.925833332,1.641561359,,0.009428792,0.970114035,98.78028102,0.226168348,0.014007803,,0,25.22633663,48.92592756,25.84773581,0,,1.258922484,34.15220891,228.9335619,33.99973749,1.655569162,0,2,0,,
84B0E2153E,1,,,1,1,1,,0.142218328,0.069188597,0.211899938,99.54095744,0.035735697,,0.005018015,0.000387605,0.002111677,99.99225389,0.000228814,,0,0,0,100,0,,0.147236343,0.069576202,0.214011615,299.5332113,0.035964511,1,3,1,,
AEC487159E,4,,,4,4,4,,0.688861865,96.44869938,2.399636897,0.05504253,0.40775933,,0.004630451,99.61123966,0.375418411,0.000257239,0.008454236,,0,100,0,0,0,,0.693492317,296.059939,2.775055308,0.055299769,0.416213565,4,1,4,,
0835E0E6D8,0,,,0,0,2,,4.426229946,27.42307472,53.8761647,4.584259723,9.690270917,,0.79003895,11.631697,86.34388127,0.578891696,0.655491078,,4.908726414,25.47528468,25.72370743,13.18951004,30.70277144,,10.12499531,64.5300564,165.9437534,18.35266146,41.04853343,0,2,0,,
B700AC2705,2,,,2,2,2,,0.769605747,11.73323858,1.03525612,0.370484239,86.09141531,,0.012047635,4.709263309,0.003428548,0.004216878,95.27104363,,0,21.36427026,0,0,78.63572974,,0.781653382,37.80677215,1.038684668,0.374701117,259.9981887,2,4,2,,
7EE4993750,4,,,4,4,4,,1.742893728,93.14731951,4.449163489,0.393001838,0.267621433,,0.006829478,99.63920819,0.346743471,0.003691293,0.003527566,,0,100,0,0,0,,1.749723205,292.7865277,4.79590696,0.396693131,0.271148999,4,1,4,,
245B736A2A,2,,,2,2,2,,0.261227574,0.702777175,1.558976409,1.059554916,96.41746393,,0.000270837,0.006851209,0.007977778,0.006084533,99.97881564,,0,0,0,0,100,,0.261498411,0.709628383,1.566954187,1.065639449,296.3962796,2,4,2,,
08E1BA4B4B,2,,,2,2,2,,0.443518248,4.670895046,0.584167988,0.273661262,94.02775746,,0.002868938,0.583755141,0.001670829,0.003208821,99.40849627,,0,8.314143097,0,0,91.6858569,,0.446387187,13.56879328,0.585838817,0.276870083,285.1221106,2,4,2,,
2A593B6732,4,,,4,4,4,,7.213578838,83.95043738,7.878985607,0.338955371,0.618042807,,0.00992211,99.8875738,0.10033534,0.000788699,0.001380047,,0,100,0,0,0,,7.223500948,283.8380112,7.979320947,0.33974407,0.619422854,4,1,4,,
A43A8BE8B0,0,,,0,0,0,,2.450462902,4.721191475,90.93187955,0.214360102,1.682105969,,0.402223003,0.252389121,99.24998039,0.002794529,0.09261296,,16.79775548,4.149308903,74.57282373,0,4.480111879,,19.65044139,9.1228895,264.7546837,0.217154631,6.254830808,0,2,0,,
A2FBBCE882,2,,,2,2,2,,3.441880104,2.91383531,5.45476749,1.671514251,86.51800285,,0.022203562,0.005767288,0.008587327,0.022359819,99.941082,,0,12.5903207,0,0,87.4096793,,3.464083665,15.5099233,5.463354817,1.69387407,273.8687642,2,4,2,,
C687A5BC34,4,,,4,4,4,,0.15100322,92.753851,5.578072131,1.1003251,0.416748548,,0.000384112,99.66659339,0.308145526,0.018200572,0.006676403,,0,100,0,0,0,,0.151387332,292.4204444,5.886217657,1.118525672,0.423424951,4,1,4,,
030D460C87,1,,,1,1,1,,0.095840195,0.042731348,0.626598345,99.19307707,0.041753039,,0.004683424,0.00039737,0.041662614,99.95288954,0.000367052,,0,0,0,100,0,,0.100523619,0.043128718,0.668260959,299.1459666,0.04212009,1,3,1,,
37BF313921,4,,,4,4,4,,2.806681933,61.14855691,32.6804606,2.269858425,1.094442136,,0.037643543,88.30473443,11.4207432,0.206497431,0.03038139,,0,57.57611459,34.12157164,4.140578248,4.161735525,,2.844325476,207.0294059,78.22277544,6.616934104,5.28655905,4,1,4,,
29EC8E2C3E,2,,,2,2,2,,0.986736996,2.815088802,0.43382069,0.664556631,95.09979688,,0.063737459,0.387513804,0.015414235,0.12375904,99.40957546,,0,4.176981496,0,0,95.8230185,,1.050474455,7.379584102,0.449234925,0.788315671,290.3323908,2,4,2,,
FC4286FA19,2,yui,2,2,2,2,,42.0445911,3.044825218,12.6253575,1.537923009,40.74730317,,34.4707987,0.276984115,11.66813112,0.665895338,52.91819073,,8.652808458,9.071160844,25.42595884,8.445263153,48.4048087,,85.16819825,12.39297018,49.71944747,10.6490815,142.0703026,XXX,4,2,yui,
179DB57CE2,0,,,0,0,0,,0.367760559,0.252491095,98.69073843,0.510544992,0.178464921,,0.00184503,0.00261701,99.99017549,0.004176682,0.001185789,,0,0,95.81875444,4.181245557,0,,0.369605589,0.255108104,294.4996684,4.695967231,0.17965071,0,2,0,,
F67FC5C3E2,4,neru,4,4,0,4,,1.070912202,39.26774789,40.30023631,0.43499078,18.92611282,,0.097597063,23.46298638,74.9483634,0.012213349,1.478839808,,0,51.76887785,30.75906414,0,17.47205801,,1.168509265,114.4996121,146.0076638,0.447204129,37.87701064,XXX,2,0,neru,
BAF4F42D39,4,,,4,4,4,,5.740040852,49.08772026,30.58157895,2.106977765,12.48368218,,1.031665641,91.33849941,5.82801045,0.103755523,1.698068978,,4.190346579,52.14416529,22.6671182,0,20.99836993,,10.96205307,192.570385,59.0767076,2.210733288,35.18012109,4,1,4,,
025D0E8105,2,,,2,2,2,,12.57021089,2.646093711,11.25950726,7.484411477,66.03977666,,3.886893681,0.133603119,0.528689312,4.193041166,91.25777272,,4.155221071,0,12.97574324,0,82.86903569,,20.61232564,2.77969683,24.76393982,11.67745264,240.1665851,2,4,2,,
03FA0DF389,0,,,0,0,0,,3.950960551,0.477201424,94.73305377,0.71176973,0.127014528,,0.036520931,0.013213884,99.94570157,0.004365087,0.000198533,,4.274504097,0,83.057069,12.66842691,0,,8.261985578,0.490415307,277.7358243,13.38456172,0.127213061,0,2,0,,
C7CAFFAB34,3,,,3,3,3,,97.72534647,0.045098866,0.797188758,1.424584148,0.007781762,,99.9655639,0.001843559,0.017622184,0.014962673,7.68E-06,,100,0,0,0,0,,297.6909104,0.046942425,0.814810942,1.439546822,0.007789444,3,0,3,,
6D32029E0C,2,,,2,2,2,,0.106563492,0.093038892,0.048489314,0.057061166,99.69484714,,0.000642699,0.004311479,2.70E-05,0.000450978,99.99456788,,0,0,0,0,100,,0.107206191,0.097350371,0.048516277,0.057512144,299.689415,2,4,2,,
00CECD2708,0,,,0,0,0,,0.063553043,0.168029635,99.16550166,0.581117208,0.021798452,,0.000502525,0.001696987,99.987978,0.009790486,3.20E-05,,0,4.188809549,91.52297073,4.288219718,0,,0.064055568,4.35853617,290.6764504,4.879127412,0.021830456,0,2,0,,
8C920CE63A,1,,,1,1,1,,0.305015631,4.310051441,9.534990613,82.84709474,3.00284757,,0.003318886,2.497393991,2.818110808,92.74186737,1.939308949,,0,32.09615988,19.92318202,47.9806581,0,,0.308334517,38.90360531,32.27628344,223.5696202,4.94215652,1,3,1,,
D55C79699E,4,,,4,4,4,,1.602064024,93.02175377,3.00774785,1.749303492,0.619130867,,0.003214742,99.95451696,0.028549597,0.009792185,0.003926512,,0,95.93900205,4.060997948,0,0,,1.605278766,288.9152728,7.097295395,1.759095677,0.623057379,4,1,4,,
53196A08B7,0,,,0,0,0,,38.05541379,2.194650184,58.44979217,0.377692505,0.92245136,,26.6326943,0.559276118,72.74561016,0.018588081,0.043831345,,12.7744357,4.204605855,83.02095844,0,0,,77.46254379,6.958532156,214.2163608,0.396280585,0.966282705,0,2,0,,
FF70B5A6CB,3,,,3,3,3,,99.82574703,0.054396083,0.01274369,0.024781752,0.082331442,,99.99967716,0.000212161,8.17E-06,8.67E-05,1.58E-05,,100,0,0,0,0,,299.8254242,0.054608244,0.012751864,0.024868428,0.082347273,3,0,3,,
0B82408803,4,,,4,4,4,,0.563105148,98.11248582,0.970744123,0.119015084,0.234649824,,0.000413004,99.98870018,0.007859359,0.000513868,0.002513585,,0,95.75686472,4.243135285,0,0,,0.563518152,293.8580507,5.221738767,0.119528952,0.237163409,4,1,4,,
11417923C1,2,,,2,2,2,,0.72148868,3.747396411,0.581191241,0.113849927,94.83607374,,0.013236812,2.657216376,0.007579084,0.003495955,97.31847177,,0,4.035081257,0,0,95.96491874,,0.734725492,10.43969404,0.588770325,0.117345882,288.1194643,2,4,2,,
BA98021FA5,1,,,1,1,1,,0.132322832,0.103003231,0.175322281,99.56706856,0.022283092,,0.001637204,0.002693302,0.015855403,99.97959599,0.000218101,,0,0,0,100,0,,0.133960035,0.105696534,0.191177684,299.5466646,0.022501193,1,3,1,,
CC487EB3FA,0,,,0,0,0,,4.553727952,0.230509312,84.01004321,11.17022811,0.035491417,,0.200169939,0.008775812,99.47943331,0.311481828,0.000139112,,4.147762978,0,65.98800516,29.86423187,0,,8.901660869,0.239285124,249.4774817,41.3459418,0.035630528,0,2,0,,
17643935EA,1,,,1,1,1,,6.633840598,1.79523323,2.29928327,89.01998957,0.25165333,,1.949568645,0.132513261,0.402698812,97.51183089,0.003388395,,17.71832384,4.445910413,4.752950756,73.08281499,0,,26.30173308,6.373656904,7.454932838,259.6146355,0.255041725,1,3,1,,
81BEE1F0DE,3,,,3,3,3,,98.03445965,0.277837807,0.575766439,0.639613598,0.472322505,,99.85127144,0.010811263,0.016671018,0.117649348,0.003596931,,100,0,0,0,0,,297.8857311,0.28864907,0.592437457,0.757262946,0.475919436,3,0,3,,
B32DC55C9C,3,,,3,3,3,,95.14956771,0.393655432,3.696421034,0.31899733,0.441358498,,99.89119193,0.020699725,0.065580425,0.012241153,0.010286768,,100,0,0,0,0,,295.0407596,0.414355157,3.762001459,0.331238484,0.451645266,3,0,3,,
E37060B377,2,,,2,2,2,,1.675624634,0.977345506,4.533355358,8.266627112,84.54704739,,0.018604033,0.007019838,0.026308985,0.30667741,99.64138973,,0,0,4.056178828,0,95.94382117,,1.694228667,0.984365344,8.615843171,8.573304522,280.1322583,2,4,2,,
98C927CF89,3,,,3,3,1,,72.06487192,8.618329566,6.261786519,11.03490212,2.020109876,,93.93650496,1.126049248,0.958389369,3.82208914,0.156967277,,12.92909787,17.26905748,21.8617852,43.47048706,4.469572386,,178.9304748,27.0134363,29.08196109,58.32747832,6.64664954,3,0,3,,
5119433930,4,,,4,4,4,,2.219887746,86.44389693,1.4723627,0.219540079,9.644312542,,0.061573929,98.35467111,0.029108059,0.004987815,1.549659083,,0,91.99957938,0,0,8.00042062,,2.281461675,276.7981474,1.501470759,0.224527893,19.19439225,4,1,4,,
54F09F43B3,4,,,4,4,4,,0.178674166,95.65983355,3.296181294,0.26885822,0.596452771,,0.000269733,99.92147086,0.070088827,0.000415855,0.007754731,,0,100,0,0,0,,0.178943899,295.5813044,3.366270121,0.269274075,0.604207501,4,1,4,,
